#! FIELDS time psi11 phi10 alpha
#! SET min_psi11 -pi
#! SET max_psi11 pi
#! SET min_phi10 -pi
#! SET max_phi10 pi
 2882.000000 0.247569 -2.677594 0.000240
 2883.000000 1.340743 -2.636589 0.001318
 2884.000000 1.122315 -2.657491 0.001021
 2885.000000 1.455093 -2.812333 0.000722
 2886.000000 0.015946 -2.279240 0.000340
 2887.000000 -1.446293 -2.871512 0.000293
 2888.000000 0.046505 -2.775803 0.001007
 2889.000000 -0.746355 -2.708551 0.000691
 2890.000000 -0.520548 -3.121269 0.000634
 2891.000000 1.062506 -2.716041 0.000397
 2892.000000 -1.265629 -2.985953 0.000461
 2893.000000 -0.262367 2.668028 0.000552
 2894.000000 0.030137 -3.011461 0.000562
 2895.000000 -1.050633 -1.880937 0.000624
 2896.000000 0.305427 3.031427 0.001123
 2897.000000 -1.588341 -2.821218 0.000487
 2898.000000 -0.121196 2.906885 0.000531
 2899.000000 0.155172 2.879983 0.001041
 2900.000000 0.431453 2.793799 0.001154
 2901.000000 -1.017229 -2.769992 0.000621
 2902.000000 0.409167 2.726942 0.000981
 2903.000000 -1.120208 -3.015869 0.000655
 2904.000000 0.284155 -3.110127 0.000455
 2905.000000 0.201548 -2.948164 0.001291
 2906.000000 0.157865 -2.891348 0.001135
 2907.000000 0.417603 -2.590807 0.001249
 2908.000000 0.206787 2.970813 0.001248
 2909.000000 -1.305854 -2.999659 0.000261
 2910.000000 0.150696 -2.847791 0.001168
 2911.000000 0.390463 -2.557002 0.000666
 2912.000000 0.123244 -2.812915 0.000825
 2913.000000 0.239238 -2.686895 0.001073
 2914.000000 0.275161 -2.643516 0.001741
 2915.000000 0.283217 -2.180054 0.001145
 2916.000000 -0.014235 -2.730862 0.000661
 2917.000000 0.197328 -2.504023 0.000584
 2918.000000 0.335015 -2.230276 0.000901
 2919.000000 0.069487 -2.702668 0.000641
 2920.000000 0.333355 -2.781245 0.000117
 2921.000000 -0.534846 -2.079342 0.001348
 2922.000000 1.119211 -2.726645 0.000306
 2923.000000 0.370566 -2.430568 0.000361
 2924.000000 0.394477 -3.053081 0.000154
 2925.000000 0.301644 -2.463205 0.000560
 2926.000000 -1.139923 -2.709183 0.000394
 2927.000000 0.362444 -2.702418 0.000287
 2928.000000 -0.441137 -2.695961 0.000102
 2929.000000 -0.169237 -2.979988 0.001051
 2930.000000 0.243896 -3.003919 0.000640
 2931.000000 -0.458109 -2.655974 0.000254
 2932.000000 -1.497248 2.893632 0.000797
 2933.000000 0.363102 3.136043 0.000868
 2934.000000 0.390266 2.904430 0.000270
 2935.000000 -0.411663 2.536081 0.000513
 2936.000000 -0.581241 -2.194041 0.000772
 2937.000000 -1.352294 -2.462474 0.000895
 2938.000000 -1.357437 -2.284489 0.001189
 2939.000000 0.036541 -3.107342 0.000634
 2940.000000 1.024589 2.822613 0.000444
 2941.000000 0.153753 2.712188 0.000498
 2942.000000 0.474111 -2.529323 0.000788
 2943.000000 0.498828 -2.407528 0.001330
 2944.000000 0.357340 -2.218176 0.000413
 2945.000000 -0.975836 -2.676783 0.000543
 2946.000000 -1.230356 -2.448154 0.000645
 2947.000000 0.561139 -2.799207 0.000545
 2948.000000 -0.195136 -2.943056 0.000542
 2949.000000 -1.359861 -2.707430 0.000472
 2950.000000 -0.150964 -2.715100 0.000862
 2951.000000 -0.484621 -2.808496 0.000556
 2952.000000 1.156093 -2.703559 0.000460
 2953.000000 0.353708 -3.008261 0.000550
 2954.000000 1.565219 -2.647658 0.000740
 2955.000000 0.889178 -2.562481 0.000698
 2956.000000 -0.385270 -2.793415 0.001260
 2957.000000 0.269442 -2.406577 0.001483
 2958.000000 -0.350994 3.120156 0.000738
 2959.000000 0.399202 -2.738414 0.001079
 2960.000000 0.067841 -2.613270 0.001080
 2961.000000 0.353061 -2.705279 0.001458
 2962.000000 0.186763 -2.632529 0.001870
 2963.000000 -1.702643 2.743095 0.001152
 2964.000000 -0.330997 -3.070898 0.001752
 2965.000000 -0.365860 2.921971 0.000761
 2966.000000 0.852539 -2.692992 0.001507
 2967.000000 -1.217767 3.093949 0.000574
 2968.000000 -0.126012 2.640597 0.000911
 2969.000000 -0.339142 -2.626766 0.000271
 2970.000000 0.403697 -3.043988 0.000206
 2971.000000 0.392918 -2.498831 0.000742
 2972.000000 -1.140627 2.264925 0.000488
 2973.000000 -1.679082 2.849888 0.000262
 2974.000000 -1.442147 -2.654890 0.001170
 2975.000000 0.438115 -2.843819 0.000320
 2976.000000 0.497994 -2.701097 0.000201
 2977.000000 -1.478224 -2.964568 0.000736
 2978.000000 -0.048497 2.786377 0.000727
 2979.000000 0.276115 2.732516 0.000635
 2980.000000 0.129129 2.938737 0.000659
 2981.000000 1.068650 -2.180799 0.000320
 2982.000000 0.378087 -2.185754 0.000781
 2983.000000 1.054527 -1.831266 0.000924
 2984.000000 0.076311 -1.924301 0.000905
 2985.000000 0.308850 -2.200358 0.000522
 2986.000000 -1.404762 -3.135191 0.000472
 2987.000000 0.299630 -2.946844 0.000364
 2988.000000 0.240517 -2.496358 0.000442
 2989.000000 0.335392 -2.617653 0.000608
 2990.000000 0.368032 -2.464942 0.000505
 2991.000000 1.168764 -2.764134 0.000174
 2992.000000 0.218868 -2.684069 0.000618
 2993.000000 0.025706 -2.782850 0.000613
 2994.000000 0.025953 -2.457246 0.000347
 2995.000000 -0.325980 -2.759389 0.000487
 2996.000000 -0.412889 -2.799268 0.000657
 2997.000000 -0.447199 -2.688857 0.000547
 2998.000000 1.514531 -2.465931 0.000994
 2999.000000 1.126436 2.859796 0.000350
 3000.000000 -0.300548 2.625806 0.000441
 3001.000000 -1.282017 3.128394 0.001162
 3002.000000 0.505534 -2.936213 0.000414
 3003.000000 1.434121 -2.332801 0.000254
 3004.000000 -0.104251 -2.462312 0.000428
 3005.000000 0.213061 -3.098248 0.000478
 3006.000000 0.199785 -2.938086 0.000220
 3007.000000 0.019294 2.760418 0.000531
 3008.000000 1.634089 2.690189 0.000188
 3009.000000 0.327635 -2.114214 0.000460
 3010.000000 0.285307 -2.764383 0.000411
 3011.000000 1.145483 -2.766740 0.000218
 3012.000000 0.416935 -2.735190 0.000510
 3013.000000 1.281431 -2.771631 0.000422
 3014.000000 1.352253 -2.824509 0.000841
 3015.000000 -0.357427 -2.806506 0.000827
 3016.000000 -0.214508 -2.756613 0.000228
 3017.000000 0.512093 -2.689716 0.000446
 3018.000000 -0.277762 -2.579945 0.002423
 3019.000000 0.230298 -2.514270 0.000152
 3020.000000 1.228999 -2.918339 0.000474
 3021.000000 0.497489 2.094961 0.000235
 3022.000000 -0.611867 2.674121 0.000857
 3023.000000 1.606972 2.986328 0.000440
 3024.000000 1.432077 -2.577001 0.000695
 3025.000000 -0.406980 -2.575254 0.000626
 3026.000000 1.455097 -2.452238 0.000322
 3027.000000 1.051333 -2.032873 0.000581
 3028.000000 0.391456 -2.840328 0.000268
 3029.000000 1.739410 -2.680938 0.000799
 3030.000000 0.463754 -2.625461 0.001114
 3031.000000 -0.323181 2.724232 0.000441
 3032.000000 0.341147 3.105118 0.001168
 3033.000000 -0.774574 -2.738202 0.000905
 3034.000000 0.285595 -2.725696 0.000147
 3035.000000 0.396969 -2.452303 0.000194
 3036.000000 -0.293699 -2.579475 0.001322
 3037.000000 0.220552 -2.625181 0.001432
 3038.000000 -0.678693 -3.112353 0.001688
 3039.000000 -0.232037 2.499430 0.000762
 3040.000000 -0.286715 2.663405 0.001155
 3041.000000 -0.668731 -2.356423 0.000520
 3042.000000 -0.439253 -2.849290 0.001223
 3043.000000 0.424299 -2.322730 0.001629
 3044.000000 0.211454 -3.095761 0.000557
 3045.000000 -0.478149 -2.650090 0.000831
 3046.000000 0.385569 -2.519412 0.000631
 3047.000000 -0.267886 -2.760400 0.000740
 3048.000000 0.390153 -2.703203 0.000631
 3049.000000 1.248033 -2.660717 0.000707
 3050.000000 0.225401 -2.262235 0.000929
 3051.000000 0.480555 -2.427865 0.000758
 3052.000000 0.217314 -2.652196 0.000429
 3053.000000 0.490263 -2.509149 0.001375
 3054.000000 0.490453 -2.287544 0.001049
 3055.000000 0.251592 -3.040512 0.001028
 3056.000000 0.531832 -2.348092 0.000737
 3057.000000 0.267399 -2.611218 0.000790
 3058.000000 1.050518 -2.761563 0.001065
 3059.000000 1.085698 -2.514254 0.001216
 3060.000000 1.381856 -2.290719 0.001138
 3061.000000 0.900508 -2.750007 0.001557
 3062.000000 -0.400207 -2.724833 0.000817
 3063.000000 1.675590 -2.629331 0.000785
 3064.000000 -0.355443 -2.133736 0.003348
 3065.000000 -0.460980 -2.216464 0.003693
 3066.000000 -0.403639 -2.766702 0.003552
 3067.000000 -0.270920 2.456052 0.003356
 3068.000000 -0.300055 -2.830197 0.003682
 3069.000000 -0.238552 2.915864 0.003235
 3070.000000 -0.401489 2.698325 0.002818
 3071.000000 1.572995 2.697429 0.002504
 3072.000000 -0.430662 2.868132 0.003466
 3073.000000 0.784955 -2.988389 0.003398
 3074.000000 -0.317938 2.739120 0.003460
 3075.000000 1.281745 2.460588 0.002723
 3076.000000 -0.136295 3.077070 0.004049
 3077.000000 1.181510 -3.052817 0.002587
 3078.000000 -0.096124 2.842876 0.003505
 3079.000000 -0.159192 2.726039 0.002684
 3080.000000 -0.285689 3.105766 0.003741
 3081.000000 -0.463850 3.082165 0.003429
 3082.000000 1.046070 -3.021525 0.002765
 3083.000000 1.516247 3.040398 0.003213
 3084.000000 1.646792 2.932523 0.002776
 3085.000000 -0.121349 -2.883752 0.006112
 3086.000000 -0.214119 2.662390 0.003237
 3087.000000 -0.194990 -3.131782 0.002781
 3088.000000 -0.277558 -2.934138 0.003579
 3089.000000 0.935267 -3.009073 0.002705
 3090.000000 -0.333380 2.630786 0.002683
 3091.000000 0.826400 -3.039118 0.002928
 3092.000000 1.453263 2.575275 0.002256
 3093.000000 -0.391285 2.557306 0.004227
 3094.000000 -0.421975 2.684485 0.003495
 3095.000000 -0.274877 2.963534 0.006361
 3096.000000 -0.381933 -3.019147 0.003514
 3097.000000 -0.454449 2.722867 0.002720
 3098.000000 -0.241197 2.907111 0.003741
 3099.000000 -0.513860 -3.111594 0.003313
 3100.000000 -0.448185 2.928437 0.003329
 3101.000000 -0.094764 2.597557 0.002563
 3102.000000 1.205049 2.768404 0.002883
 3103.000000 1.238295 2.455252 0.003093
 3104.000000 1.475779 -2.821890 0.002790
 3105.000000 0.956325 2.806037 0.002857
 3106.000000 -0.343634 3.012537 0.003600
 3107.000000 1.008799 2.419847 0.002473
 3108.000000 -0.480676 2.932750 0.003387
 3109.000000 -0.279128 -3.140086 0.002903
 3110.000000 1.745800 2.647896 0.003356
 3111.000000 1.724671 2.694708 0.002956
 3112.000000 -0.358121 -2.882612 0.000744
 3113.000000 -0.673053 3.054094 0.000583
 3114.000000 -0.478429 2.550483 0.001490
 3115.000000 -1.227770 -2.907960 0.001757
 3116.000000 1.366865 -2.753596 0.001647
 3117.000000 0.127523 -2.526130 0.000642
 3118.000000 0.291543 3.108055 0.001113
 3119.000000 0.247017 -2.818127 0.001084
 3120.000000 0.254104 -2.637342 0.001602
 3121.000000 1.256690 -2.914332 0.000657
 3122.000000 -1.129905 -2.751639 0.000533
 3123.000000 0.456621 -2.487915 0.003180
 3124.000000 0.438631 -1.876738 0.002845
 3125.000000 0.265918 2.867130 0.000663
 3126.000000 -0.435093 3.024491 0.001263
 3127.000000 0.275457 -2.838966 0.000520
 3128.000000 0.675592 -3.000492 0.000560
 3129.000000 0.351512 2.735566 0.001484
 3130.000000 0.274321 -2.611567 0.001067
 3131.000000 -0.571279 -2.793674 0.000444
 3132.000000 0.431749 -2.717154 0.000603
 3133.000000 -1.539172 -2.581693 0.000327
 3134.000000 -1.278621 -2.582259 0.000381
 3135.000000 0.404668 -2.719254 0.000240
 3136.000000 0.422969 -2.847468 0.000488
 3137.000000 -1.392719 -2.597322 0.000440
 3138.000000 0.766707 -3.030992 0.000596
 3139.000000 0.464752 -2.505781 0.000075
 3140.000000 -1.252651 -2.991551 0.000967
 3141.000000 -0.710541 2.652531 0.000176
 3142.000000 1.049916 2.793822 0.001538
 3143.000000 0.415890 -2.669035 0.000208
 3144.000000 -1.402933 -2.820639 0.000114
 3145.000000 1.302212 -2.620878 0.000700
 3146.000000 -1.027634 3.009615 0.000245
 3147.000000 -0.073160 2.896658 0.001143
 3148.000000 -0.540802 2.587676 0.001047
 3149.000000 -0.015701 -2.582123 0.000338
 3150.000000 0.031291 -2.507810 0.001092
 3151.000000 0.511848 2.364285 0.000193
 3152.000000 0.479324 -2.866090 0.000351
 3153.000000 0.379570 -2.625472 0.000701
 3154.000000 0.089045 -2.798592 0.000178
 3155.000000 -0.659588 -3.135352 0.000436
 3156.000000 -0.249423 2.572423 0.000533
 3157.000000 1.115195 -2.973564 0.000732
 3158.000000 -1.185346 2.827758 0.000532
 3159.000000 0.475452 -2.856325 0.001301
 3160.000000 0.447344 -2.614748 0.000376
 3161.000000 0.331419 -2.630416 0.000341
 3162.000000 0.276958 -2.874765 0.000574
 3163.000000 -1.066080 2.583513 0.001196
 3164.000000 -1.544368 -3.098236 0.001353
 3165.000000 -1.406573 -2.963132 0.001736
 3166.000000 0.751604 -2.725906 0.000828
 3167.000000 1.703820 2.901717 0.001711
 3168.000000 1.402528 2.847422 0.001493
 3169.000000 -0.413520 -2.961779 0.001226
 3170.000000 2.676652 -2.714082 0.001443
 3171.000000 -1.495416 2.768808 0.001104
 3172.000000 0.251554 -3.009946 0.000738
 3173.000000 -1.118000 -2.930945 0.000715
 3174.000000 0.331946 -2.668961 0.000581
 3175.000000 0.356328 -2.742017 0.000385
 3176.000000 1.479555 -2.601817 0.000307
 3177.000000 0.527245 -3.031142 0.001219
 3178.000000 0.330905 -2.703156 0.000541
 3179.000000 -0.459028 -2.222582 0.000321
 3180.000000 0.269073 -2.652824 0.000144
 3181.000000 0.379702 -2.563117 0.000915
 3182.000000 -1.217578 3.028633 0.000909
 3183.000000 0.432742 -2.874584 0.000604
 3184.000000 0.227992 -2.028651 0.001492
 3185.000000 -1.825499 -2.864828 0.000856
 3186.000000 -1.145887 -2.894795 0.000372
 3187.000000 0.447094 2.682696 0.000580
 3188.000000 0.450274 2.623649 0.000631
 3189.000000 -0.407729 2.770269 0.000593
 3190.000000 0.215814 -2.310016 0.001202
 3191.000000 0.418795 -2.664913 0.000987
 3192.000000 -0.349447 -2.795339 0.000135
 3193.000000 0.258296 2.715172 0.001245
 3194.000000 0.124107 2.696268 0.000942
 3195.000000 0.122643 -2.895234 0.000656
 3196.000000 0.285931 2.914203 0.003135
 3197.000000 1.508731 -2.777343 0.000177
 3198.000000 0.280919 -2.348103 0.000820
 3199.000000 1.865613 -2.804051 0.001399
 3200.000000 -0.569577 -3.006829 0.000471
 3201.000000 1.159758 -2.627426 0.000338
 3202.000000 -0.033813 -1.222437 0.000223
 3203.000000 1.555179 -2.844956 0.000417
 3204.000000 -0.428479 -2.680057 0.000182
 3205.000000 0.356844 -3.013842 0.000378
 3206.000000 0.066157 2.305584 0.000486
 3207.000000 0.517321 2.401846 0.001140
 3208.000000 0.263830 -2.609955 0.000573
 3209.000000 0.461844 -2.325083 0.001741
 3210.000000 0.229213 -2.416152 0.002024
 3211.000000 0.256330 3.106874 0.002090
 3212.000000 0.375446 -2.829479 0.002088
 3213.000000 0.303519 -2.097223 0.002034
 3214.000000 0.368883 -2.122894 0.002400
 3215.000000 0.374970 -2.067809 0.002495
 3216.000000 0.340518 -2.594814 0.001854
 3217.000000 0.391178 -1.925877 0.002672
 3218.000000 0.401037 -2.115033 0.002526
 3219.000000 0.399441 -2.576400 0.002909
 3220.000000 0.359508 -2.827186 0.002520
 3221.000000 0.236491 -1.917608 0.002879
 3222.000000 0.377357 -2.044129 0.001809
 3223.000000 0.402394 -1.880897 0.003295
 3224.000000 0.280458 -2.412124 0.002065
 3225.000000 0.276941 -2.548809 0.002174
 3226.000000 0.404981 -2.231155 0.001790
 3227.000000 0.234984 -2.196324 0.003225
 3228.000000 0.273012 -2.491601 0.002377
 3229.000000 0.135150 -2.708566 0.002540
 3230.000000 0.229715 -2.729586 0.003716
 3231.000000 0.348619 -2.737731 0.004177
 3232.000000 0.457118 -1.975526 0.002902
 3233.000000 0.254867 -2.621358 0.002329
 3234.000000 0.446910 -2.511428 0.003180
 3235.000000 0.295983 -2.489834 0.003557
 3236.000000 0.252248 -2.425201 0.003720
 3237.000000 0.179447 -3.132589 0.002343
 3238.000000 0.371612 -2.596867 0.002304
 3239.000000 0.307039 -2.128129 0.004056
 3240.000000 0.267797 -2.801074 0.002262
 3241.000000 0.153574 -1.947988 0.001859
 3242.000000 0.095723 -2.358550 0.000848
 3243.000000 0.188273 -1.985235 0.001406
 3244.000000 0.206137 -2.184871 0.002366
 3245.000000 0.280796 -1.514152 0.001917
 3246.000000 0.363889 -2.500203 0.002030
 3247.000000 0.239575 -1.988604 0.002259
 3248.000000 0.173732 -2.376571 0.002225
 3249.000000 0.325968 -2.859740 0.001355
 3250.000000 0.357938 -2.459759 0.000957
 3251.000000 0.073266 -2.490541 0.000854
 3252.000000 0.229112 -2.264294 0.000884
 3253.000000 0.084985 -1.770545 0.000947
 3254.000000 0.381476 -2.482393 0.000260
 3255.000000 0.211772 -2.701543 0.000225
 3256.000000 0.461410 -2.371147 0.000351
 3257.000000 0.111587 -2.594162 0.000241
 3258.000000 0.755950 -1.680063 0.001454
 3259.000000 0.911910 -2.158312 0.001366
 3260.000000 0.352461 -2.689396 0.000258
 3261.000000 0.465120 -2.656365 0.001649
 3262.000000 -0.442192 -2.522914 0.000339
 3263.000000 -2.511849 2.930135 0.000463
 3264.000000 0.441622 2.979791 0.000302
 3265.000000 0.422843 2.853238 0.000857
 3266.000000 0.341419 2.951600 0.000508
 3267.000000 -1.323480 -2.933924 0.000781
 3268.000000 0.296090 2.812889 0.000725
 3269.000000 0.297082 -2.781930 0.000368
 3270.000000 0.354875 -3.037288 0.001134
 3271.000000 0.379653 3.032382 0.000896
 3272.000000 -0.084230 -2.795006 0.001194
 3273.000000 0.041933 -3.026784 0.002085
 3274.000000 -1.480153 2.686349 0.001636
 3275.000000 0.272752 2.914012 0.001750
 3276.000000 0.457159 2.638306 0.001168
 3277.000000 0.460237 2.641119 0.001307
 3278.000000 -0.951112 2.796082 0.001365
 3279.000000 0.369870 3.009615 0.001620
 3280.000000 -1.483506 3.004553 0.001703
 3281.000000 -0.373447 -2.987754 0.001607
 3282.000000 0.465942 -2.713956 0.001459
 3283.000000 0.183387 3.111621 0.000773
 3284.000000 1.705842 -3.084027 0.000782
 3285.000000 1.259131 2.727222 0.001847
 3286.000000 0.459437 2.728792 0.000730
 3287.000000 0.203378 -3.084346 0.001153
 3288.000000 0.168448 -3.064061 0.000825
 3289.000000 -0.239843 3.073944 0.001244
 3290.000000 -0.976648 2.535755 0.000636
 3291.000000 0.410793 2.737393 0.000744
 3292.000000 0.166578 2.757415 0.000873
 3293.000000 0.374472 -2.744227 0.001132
 3294.000000 -0.494568 2.655923 0.001770
 3295.000000 0.474112 3.058927 0.000863
 3296.000000 -1.243380 -2.885947 0.000466
 3297.000000 -0.806093 -2.472233 0.000132
 3298.000000 -0.005628 2.605435 0.000316
 3299.000000 -1.506258 -2.917008 0.000735
 3300.000000 0.303651 2.822899 0.000337
 3301.000000 0.340730 2.590918 0.000857
 3302.000000 -0.393691 2.889195 0.000620
 3303.000000 0.247540 2.813594 0.000464
 3304.000000 0.022260 -3.092199 0.000216
 3305.000000 0.468234 -1.961298 0.000444
 3306.000000 -1.281963 -2.832127 0.000092
 3307.000000 -0.551678 2.499720 0.001608
 3308.000000 0.309629 2.816179 0.000207
 3309.000000 -0.612085 -3.046667 0.000917
 3310.000000 1.379796 2.368045 0.001053
 3311.000000 1.806285 2.714866 0.001062
 3312.000000 0.422315 -2.693366 0.000428
 3313.000000 1.344977 2.711212 0.001366
 3314.000000 0.342415 2.706653 0.000738
 3315.000000 0.367052 -2.872106 0.000718
 3316.000000 -0.582203 2.855806 0.000787
 3317.000000 -1.160178 -2.974461 0.001122
 3318.000000 0.483262 -3.069944 0.000696
 3319.000000 0.086662 -2.789512 0.000521
 3320.000000 0.358386 -1.922453 0.000786
 3321.000000 0.101587 -2.005477 0.001627
 3322.000000 0.051418 -2.410672 0.001669
 3323.000000 0.349751 -3.016374 0.000435
 3324.000000 -0.388725 -2.984405 0.000788
 3325.000000 -0.173618 -2.655221 0.000401
 3326.000000 -0.124340 -2.823933 0.000616
 3327.000000 0.588236 -2.607524 0.000501
 3328.000000 0.158960 -2.248801 0.000849
 3329.000000 0.146190 -2.594594 0.000633
 3330.000000 0.237487 -2.519595 0.001160
 3331.000000 0.443194 -2.414975 0.000889
 3332.000000 0.413424 -2.880239 0.000570
 3333.000000 0.323838 -2.656132 0.001178
 3334.000000 0.193349 -2.682823 0.000825
 3335.000000 0.448112 -2.691342 0.000612
 3336.000000 0.270103 -2.653708 0.000504
 3337.000000 0.243499 -2.956608 0.000162
 3338.000000 0.078139 2.940259 0.000449
 3339.000000 0.758076 2.796074 0.000391
 3340.000000 -0.451556 -2.864760 0.000516
 3341.000000 0.221980 -2.789820 0.000571
 3342.000000 0.287080 -2.260947 0.000122
 3343.000000 0.294568 2.737183 0.000331
 3344.000000 0.171932 -2.315838 0.002792
 3345.000000 0.343261 -2.945675 0.003897
 3346.000000 0.478358 -2.170324 0.000887
 3347.000000 -0.192226 -2.886241 0.000600
 3348.000000 -0.420664 3.011849 0.000677
 3349.000000 0.248475 -2.888853 0.001032
 3350.000000 0.439482 -1.779080 0.001052
 3351.000000 1.114380 2.620129 0.000738
 3352.000000 0.264049 -2.764016 0.001127
 3353.000000 1.312258 2.584372 0.000640
 3354.000000 -0.163483 -2.504995 0.000466
 3355.000000 0.373618 -2.596744 0.001152
 3356.000000 0.293758 -2.694684 0.001453
 3357.000000 0.164291 -2.841366 0.001370
 3358.000000 0.142817 -2.840671 0.001430
 3359.000000 0.259529 -2.688980 0.001503
 3360.000000 0.200410 -2.736638 0.001507
 3361.000000 -1.180390 -3.042370 0.001461
 3362.000000 -0.533181 -3.069682 0.000894
 3363.000000 1.232523 -2.805120 0.001321
 3364.000000 -0.402839 -2.602163 0.002554
 3365.000000 -0.220306 -2.645457 0.001690
 3366.000000 -0.186580 -2.380730 0.001069
 3367.000000 0.270684 -3.119431 0.001858
 3368.000000 -0.918848 -2.755140 0.000473
 3369.000000 -1.595584 2.788894 0.000845
 3370.000000 -1.529131 -2.677837 0.000726
 3371.000000 0.421106 -2.840377 0.001850
 3372.000000 1.155691 -2.634154 0.001537
 3373.000000 -0.640367 -2.602285 0.000566
 3374.000000 -0.279755 -2.712909 0.000492
 3375.000000 0.722270 -2.746553 0.000701
 3376.000000 0.545686 -2.754691 0.000287
 3377.000000 1.137566 -2.579801 0.000495
 3378.000000 0.205768 -2.687634 0.000124
 3379.000000 0.337080 -2.579749 0.000180
 3380.000000 0.463340 2.919552 0.000601
 3381.000000 0.185720 -2.625982 0.000883
 3382.000000 0.151388 -2.484965 0.002534
 3383.000000 0.034686 -2.135869 0.001026
 3384.000000 0.052823 -2.671372 0.001570
 3385.000000 -0.802480 -2.181197 0.000562
 3386.000000 -0.427329 -2.978003 0.000340
 3387.000000 0.969944 -2.738807 0.000684
 3388.000000 -1.173098 -1.955181 0.000564
 3389.000000 -0.277010 -2.679751 0.001532
 3390.000000 -0.430898 -2.321668 0.001370
 3391.000000 -0.399802 3.071782 0.000361
 3392.000000 -1.617231 3.023314 0.000398
 3393.000000 -0.390068 2.920186 0.000153
 3394.000000 0.391200 -1.862455 0.000368
 3395.000000 0.303080 -2.816923 0.000154
 3396.000000 0.333725 -2.678170 0.000096
 3397.000000 0.249689 -2.722225 0.000236
 3398.000000 1.525330 -2.598962 0.000973
 3399.000000 0.321678 -2.664150 0.000204
 3400.000000 -1.118352 -2.732517 0.000414
 3401.000000 0.341567 2.564447 0.000213
 3402.000000 0.046132 -2.425614 0.000528
 3403.000000 0.187963 3.133618 0.001296
 3404.000000 0.043409 3.003717 0.001058
 3405.000000 0.380540 -2.762688 0.001292
 3406.000000 -1.378201 -2.831862 0.000993
 3407.000000 1.637533 2.651158 0.001296
 3408.000000 -1.854041 -2.820476 0.000674
 3409.000000 -1.798622 2.823586 0.000611
 3410.000000 -1.135197 -3.047505 0.000655
 3411.000000 0.076080 -2.782802 0.000282
 3412.000000 0.475870 -3.057081 0.000252
 3413.000000 1.028209 -2.644000 0.000426
 3414.000000 1.047655 -2.661678 0.000558
 3415.000000 0.355636 -1.984831 0.001174
 3416.000000 0.681147 2.763622 0.000201
 3417.000000 1.372571 2.684338 0.001177
 3418.000000 0.756323 -2.678131 0.000147
 3419.000000 1.538684 -2.700718 0.000488
 3420.000000 0.241319 -2.801180 0.000378
 3421.000000 -0.314575 -2.429255 0.002321
 3422.000000 0.464157 -2.379889 0.000201
 3423.000000 -1.349299 -3.035380 0.000460
 3424.000000 0.394519 2.755755 0.000936
 3425.000000 0.266603 2.288321 0.000259
 3426.000000 0.689611 -2.827931 0.000379
 3427.000000 1.216175 -2.812672 0.000552
 3428.000000 1.432622 -2.905013 0.000586
 3429.000000 -0.324928 -3.095216 0.000817
 3430.000000 -0.394503 2.479210 0.000401
 3431.000000 -0.216914 -2.746917 0.001900
 3432.000000 0.750833 2.890818 0.001664
 3433.000000 1.157095 -2.954283 0.001211
 3434.000000 -0.047409 -3.005768 0.000848
 3435.000000 0.411722 3.002244 0.001274
 3436.000000 0.437328 -3.102461 0.000381
 3437.000000 0.246483 2.833977 0.000536
 3438.000000 1.393549 -2.721915 0.000397
 3439.000000 0.432847 -2.429663 0.000377
 3440.000000 0.177372 -2.222689 0.000173
 3441.000000 0.398781 2.759073 0.000753
 3442.000000 -1.094768 -2.624191 0.000250
 3443.000000 -1.454568 2.892190 0.000431
 3444.000000 0.263077 3.140836 0.000560
 3445.000000 -1.193854 2.761219 0.002273
 3446.000000 -1.024398 -2.992759 0.001916
 3447.000000 -1.426477 2.757199 0.001566
 3448.000000 0.432218 -3.021848 0.001719
 3449.000000 0.448288 -2.737914 0.000784
 3450.000000 -1.413445 -2.697918 0.000149
 3451.000000 -1.093806 -2.432777 0.000953
 3452.000000 0.274180 -2.450238 0.000285
 3453.000000 0.257982 -2.407688 0.000879
 3454.000000 0.217454 -2.633133 0.001114
 3455.000000 0.226679 -1.982581 0.001454
 3456.000000 0.213991 -2.346491 0.001220
 3457.000000 0.183697 -2.550003 0.003345
 3458.000000 0.285455 -2.584169 0.002500
 3459.000000 0.296239 -1.682955 0.001642
 3460.000000 0.380280 -1.830259 0.001528
 3461.000000 0.213287 -2.561126 0.001314
 3462.000000 0.198905 -2.119525 0.000260
 3463.000000 0.329481 -2.246302 0.003959
 3464.000000 0.462576 -1.671044 0.002305
 3465.000000 0.232029 -2.347759 0.002196
 3466.000000 0.411574 -2.084879 0.002977
 3467.000000 0.310995 -1.784120 0.002207
 3468.000000 0.338663 -1.950037 0.001309
 3469.000000 0.301730 -2.666955 0.000703
 3470.000000 0.246281 -2.409371 0.001374
 3471.000000 0.121805 -2.233488 0.001071
 3472.000000 -0.040814 -2.579601 0.001049
 3473.000000 0.196879 -1.954388 0.001279
 3474.000000 0.228295 -2.125454 0.001303
 3475.000000 0.150607 -2.145064 0.001146
 3476.000000 0.368450 -2.315898 0.001142
 3477.000000 0.220747 -1.963623 0.001098
 3478.000000 0.204559 -2.228787 0.001771
 3479.000000 0.540605 -2.058819 0.001828
 3480.000000 0.149487 -2.574770 0.002806
 3481.000000 0.169881 -2.527908 0.001271
 3482.000000 0.315483 -2.412372 0.001289
 3483.000000 0.290383 -2.310842 0.003437
 3484.000000 0.274257 -2.637900 0.001677
