#! FIELDS time psi11 phi10 alpha
#! SET min_psi11 -pi
#! SET max_psi11 pi
#! SET min_phi10 -pi
#! SET max_phi10 pi
 348.000000 0.415147 -2.968365 1.883443
 349.000000 -1.056697 -2.694932 1.868154
 350.000000 0.986488 -2.911566 1.643157
 351.000000 0.339237 -2.883988 1.650263
 352.000000 0.219935 2.581854 1.750157
 353.000000 0.225541 -2.708652 1.947431
 354.000000 0.319903 -2.522483 1.919888
 355.000000 0.392123 -2.817993 1.859588
 356.000000 -1.075933 -3.029835 1.900449
 357.000000 0.437589 2.900617 1.901560
 358.000000 -0.262253 2.999240 1.916921
 359.000000 -1.669026 2.761407 1.871612
 360.000000 -1.082458 3.049781 1.390151
 361.000000 -1.416520 -2.794603 1.869433
 362.000000 0.278878 -2.973908 1.956285
 363.000000 0.411701 -2.910111 1.928562
 364.000000 0.217829 2.722138 1.956447
 365.000000 0.208581 2.983938 1.958995
 366.000000 -0.048213 2.673273 1.977051
 367.000000 0.196962 3.063085 1.926261
 368.000000 0.242060 3.138018 1.924448
 369.000000 0.200303 -2.675009 1.930428
 370.000000 0.325089 -3.106533 1.919632
 371.000000 0.146047 -2.709147 1.861858
 372.000000 0.425600 -2.672389 1.899358
 373.000000 0.275673 -2.910625 1.988397
 374.000000 0.061639 -2.582387 1.954716
 375.000000 0.332339 -2.769792 1.986379
 376.000000 0.182593 -3.008213 1.981908
 377.000000 0.381075 -2.250756 1.719952
 378.000000 0.300699 3.019037 1.832974
 379.000000 0.264612 3.107661 1.851913
 380.000000 -1.465371 -2.594915 1.967025
 381.000000 -0.706823 -3.099647 1.078174
 382.000000 0.276982 2.635779 1.845203
 383.000000 0.152511 -2.571734 1.567880
 384.000000 -1.562971 2.878191 1.883781
 385.000000 0.225800 -2.311610 1.793753
 386.000000 1.486723 -3.128553 1.837148
 387.000000 0.383678 -2.971145 1.837521
 388.000000 0.393457 -2.671056 1.810223
 389.000000 0.355831 -2.035224 1.864496
 390.000000 0.474460 -2.745343 1.770821
 391.000000 0.367783 -2.889840 1.858214
 392.000000 0.265249 -3.061870 1.607038
 393.000000 1.575095 -2.568651 1.767179
 394.000000 -0.434973 -2.446633 1.695448
 395.000000 -0.255772 3.017016 1.932837
 396.000000 -0.088738 -2.896451 1.052972
 397.000000 0.448257 -3.001175 1.604523
 398.000000 -1.491553 -2.798037 1.385718
 399.000000 1.291693 -2.637519 1.700819
 400.000000 0.678517 -2.780356 1.843221
 401.000000 0.973919 -2.090394 1.682097
 402.000000 0.918491 2.893090 1.441706
 403.000000 0.192254 3.041329 1.830141
 404.000000 -1.666669 -2.848274 1.816424
 405.000000 1.521840 2.848676 1.960424
 406.000000 0.122193 2.721690 1.699925
 407.000000 1.082841 2.713936 1.864774
 408.000000 1.192721 -2.776430 1.551000
 409.000000 -1.675127 -2.203192 1.515275
 410.000000 0.470744 2.886760 1.750192
 411.000000 0.482326 -2.311402 1.728498
 412.000000 0.436846 -3.065660 1.285665
 413.000000 -1.392035 -3.027295 1.752114
 414.000000 0.445350 -2.617457 1.784354
 415.000000 0.414667 -1.619128 1.652950
 416.000000 0.266708 -1.841972 1.954759
 417.000000 0.437673 -1.835958 1.937289
 418.000000 0.142684 -2.376980 1.874946
 419.000000 0.345663 -2.033705 1.958488
 420.000000 0.352890 -2.093896 1.965742
 421.000000 0.244623 -2.317281 1.686006
 422.000000 0.350826 -2.847809 1.956459
 423.000000 0.174304 -2.696764 1.957618
 424.000000 0.354521 -2.435893 1.901777
 425.000000 0.260117 -2.555194 1.957222
 426.000000 0.438410 -1.539160 1.886196
 427.000000 0.220739 -2.636692 1.922997
 428.000000 0.136300 -1.916862 1.933442
 429.000000 0.160108 -2.192246 1.913402
 430.000000 0.179173 -2.629868 1.872920
 431.000000 0.433785 -2.235850 1.876934
 432.000000 0.304062 -1.433809 1.918895
 433.000000 0.254665 -2.532445 1.985194
 434.000000 0.152389 -2.136292 1.981364
 435.000000 0.377420 -2.226161 1.971288
 436.000000 0.435380 -2.496630 1.974430
 437.000000 0.331868 -2.478899 1.953061
 438.000000 0.399129 -1.781858 1.899641
 439.000000 0.269136 -1.774628 1.861451
 440.000000 0.489044 -2.381602 1.932986
 441.000000 0.481731 -2.617329 1.897815
 442.000000 0.225237 -2.079986 1.941799
 443.000000 0.132648 -2.336596 1.964716
 444.000000 0.221747 -2.583232 1.977189
 445.000000 0.248724 -2.544694 1.972284
 446.000000 0.303264 -1.780147 1.968962
 447.000000 0.355149 -2.252228 1.817990
 448.000000 0.097803 -2.426998 1.988331
 449.000000 0.287501 -2.043428 1.988784
 450.000000 0.229152 -2.587544 1.987432
 451.000000 0.052960 -2.540810 1.971917
 452.000000 0.319239 -2.442553 1.963895
 453.000000 0.418291 -1.721584 1.945968
 454.000000 0.244346 -2.235627 1.825300
 455.000000 0.143416 -2.720403 1.823241
 456.000000 0.405971 -2.315153 1.979460
 457.000000 0.297060 -2.456155 1.957892
 458.000000 0.401465 -2.126042 1.978139
 459.000000 0.508245 -2.258779 1.964173
 460.000000 0.196506 -1.785319 1.953891
 461.000000 0.275922 -2.099066 1.933161
 462.000000 0.382594 -2.469852 1.920926
 463.000000 0.412810 -2.352676 1.965057
 464.000000 0.334225 -2.337787 1.972008
 465.000000 0.259941 -2.509192 1.902993
 466.000000 -1.555505 -2.718186 1.990221
 467.000000 0.313521 -2.200935 1.947023
 468.000000 0.273105 -2.486773 1.982845
 469.000000 0.418390 -2.125710 1.978580
 470.000000 0.321141 -2.206875 1.974684
 471.000000 0.383801 -1.867040 1.978834
 472.000000 0.214783 -2.293144 1.991869
 473.000000 0.364687 -2.304083 1.914369
 474.000000 0.300091 -2.068616 1.978179
 475.000000 0.277554 -2.067067 1.971475
 476.000000 0.174328 -1.470547 1.977649
 477.000000 0.268573 -2.295217 1.966362
 478.000000 0.308615 -2.280406 1.974003
 479.000000 0.261098 -2.032579 1.976767
 480.000000 0.375971 -2.358419 1.967392
 481.000000 0.339858 -1.722896 1.976392
 482.000000 0.191542 -2.171807 1.980698
 483.000000 0.329122 -2.188751 1.984403
 484.000000 0.342262 -2.806105 1.979806
 485.000000 0.169390 -2.855017 1.943316
 486.000000 0.207793 -1.966317 1.948701
 487.000000 0.144197 -2.032807 1.982469
 488.000000 0.242233 -2.683555 1.985381
 489.000000 0.062160 -2.166510 1.919722
 490.000000 -1.498501 -2.517325 1.854724
 491.000000 -1.343574 -2.932833 1.483011
 492.000000 0.364968 -2.629942 1.254437
 493.000000 0.404614 -2.789687 1.849689
 494.000000 0.447361 2.777576 1.824413
 495.000000 -0.216513 -2.188983 1.899961
 496.000000 0.892994 -2.759093 1.504370
 497.000000 -0.515206 -2.645041 1.966625
 498.000000 -0.430176 -2.773786 1.804697
 499.000000 0.178965 -3.061696 1.748954
 500.000000 0.463957 -2.285298 1.695245
 501.000000 -1.143908 -2.512021 1.887503
 502.000000 0.503715 -1.760802 1.963777
 503.000000 0.093977 -2.780342 1.948205
 504.000000 -0.839345 -2.432334 1.203009
 505.000000 0.593049 -2.706886 1.514502
 506.000000 1.481954 -2.280057 1.932138
 507.000000 0.208604 -2.215034 1.882796
 508.000000 0.181197 -2.128087 1.891160
 509.000000 1.010515 -2.342009 1.846857
 510.000000 0.827627 -2.578003 1.835299
 511.000000 1.182219 -2.408192 1.910208
 512.000000 0.434085 -2.028355 1.877949
 513.000000 -0.016742 -2.011456 1.796385
 514.000000 0.417455 -1.704728 1.906801
 515.000000 0.451368 -2.004642 1.869771
 516.000000 0.477155 -1.871570 1.853621
 517.000000 1.651684 2.879333 1.863825
 518.000000 -0.337311 3.001890 1.887647
 519.000000 -0.199193 -3.059685 1.849780
 520.000000 -0.314384 -2.927730 1.777415
 521.000000 -0.432903 3.069506 1.944603
 522.000000 -0.419359 -2.706582 1.685862
 523.000000 0.033213 -2.412621 1.616150
 524.000000 0.334830 -2.454704 1.175295
 525.000000 0.432107 2.658363 1.976594
 526.000000 0.225214 -2.945729 1.980973
 527.000000 0.355163 2.942207 1.958867
 528.000000 0.304900 3.076243 1.843873
 529.000000 0.185838 2.978727 1.988326
 530.000000 0.431598 -2.954130 1.981120
 531.000000 0.272098 -3.098074 1.987408
 532.000000 0.328447 -2.583331 1.950798
 533.000000 0.387744 -2.536375 1.987809
 534.000000 0.257325 -2.955312 1.965826
 535.000000 0.247428 -3.109397 1.989731
 536.000000 0.210122 -3.057305 1.981735
 537.000000 0.287667 -2.838104 1.986613
 538.000000 0.359373 -2.171559 1.959814
 539.000000 0.014342 -2.851543 1.962837
 540.000000 -0.066261 2.578954 1.978855
 541.000000 0.191388 -2.636971 1.504854
 542.000000 1.403030 -2.229736 1.856792
 543.000000 -0.069925 -2.524317 1.820140
 544.000000 1.371275 -2.299190 1.866787
 545.000000 -0.445499 -2.510891 1.176270
 546.000000 0.216470 -2.828108 1.227302
 547.000000 0.042464 2.619602 1.861834
 548.000000 0.353465 -2.676262 1.330852
 549.000000 0.431106 -2.787038 1.909799
 550.000000 -0.006329 -2.045900 1.770964
 551.000000 0.335395 -2.466458 1.985357
 552.000000 0.334560 -2.333323 1.988094
 553.000000 0.109519 -2.052793 1.954104
 554.000000 0.341148 -1.625696 1.872136
 555.000000 0.288678 -2.383639 1.974241
 556.000000 0.391955 -2.251918 1.940520
 557.000000 0.281303 -1.973569 1.955748
 558.000000 0.069185 -2.167126 1.962300
 559.000000 0.440993 -2.122543 1.972970
 560.000000 0.341455 -2.678089 1.989878
 561.000000 0.209596 -2.180020 1.979114
 562.000000 0.399170 -1.981557 1.968483
 563.000000 0.352329 -2.771324 1.953841
 564.000000 0.350926 -2.508223 1.925145
 565.000000 0.361488 -1.893212 1.907488
 566.000000 0.367161 -2.421258 1.898393
 567.000000 0.313505 -1.855019 1.921161
 568.000000 0.358639 -2.033354 1.937296
 569.000000 0.367785 -2.402670 1.984879
 570.000000 0.164542 -2.313546 1.980460
 571.000000 0.344994 -2.733699 1.982818
 572.000000 0.366912 -2.498946 1.993281
 573.000000 0.310171 -2.016823 1.984680
 574.000000 0.358676 -2.216284 1.944283
 575.000000 0.281608 -1.986562 1.940160
 576.000000 0.339561 -1.754849 1.967813
 577.000000 0.345857 -2.564676 1.990329
 578.000000 0.208847 -2.346342 1.987713
 579.000000 0.166067 -2.527216 1.990470
 580.000000 0.188990 -2.193089 1.990062
 581.000000 0.354725 -1.943130 1.983531
 582.000000 0.236543 -2.135240 1.982292
 583.000000 0.208954 -1.932399 1.968790
 584.000000 0.429837 -2.393289 1.946401
 585.000000 0.314606 -2.572007 1.925198
 586.000000 0.279036 -2.451083 1.958953
 587.000000 0.242131 -2.288262 1.972725
 588.000000 0.467052 -2.320650 1.953076
 589.000000 0.448604 -2.269641 1.974883
 590.000000 0.229734 -1.949012 1.940724
 591.000000 0.168792 -2.176857 1.958835
 592.000000 0.344545 -2.950949 1.949905
 593.000000 0.276672 -2.326565 1.965000
 594.000000 0.263004 -2.596712 1.981928
 595.000000 0.221034 -2.192836 1.978440
 596.000000 0.324009 -2.544797 1.984664
 597.000000 0.363120 -2.502325 1.983837
 598.000000 0.195887 -2.006164 1.993248
 599.000000 0.338180 -2.334774 1.991057
 600.000000 0.062628 -2.158618 1.987172
 601.000000 0.288276 -2.603634 1.980975
 602.000000 0.300916 -2.275108 1.989305
 603.000000 0.196477 -2.160950 1.971559
 604.000000 0.346612 -2.311408 1.991904
 605.000000 0.051354 -2.532667 1.988538
 606.000000 0.292023 -2.903259 1.984358
 607.000000 0.281420 -2.384874 1.992178
 608.000000 0.403308 -2.160252 1.706893
 609.000000 0.274471 -1.929462 1.949053
 610.000000 0.285402 -2.468974 1.896642
 611.000000 0.415707 -1.774457 1.944340
 612.000000 0.324732 -2.184919 1.982420
 613.000000 0.246957 -2.312894 1.939044
 614.000000 0.250505 -2.139426 1.975747
 615.000000 0.350331 -1.475455 1.865960
 616.000000 0.380662 -3.134384 1.913631
 617.000000 0.300284 3.014031 1.741418
 618.000000 0.349414 -2.739945 1.634619
 619.000000 1.508970 2.556157 1.727962
 620.000000 -0.376551 -2.404075 1.901217
 621.000000 -0.489684 -2.779159 1.385031
 622.000000 -0.084613 -3.049952 1.358015
 623.000000 0.359247 -2.818429 1.826280
 624.000000 -1.281196 2.931418 1.823404
 625.000000 0.796794 2.736029 1.948473
 626.000000 0.269327 2.787213 1.914767
 627.000000 -0.201151 -2.676792 1.935390
 628.000000 1.012072 -2.688597 1.713227
