#! FIELDS time psi11 phi10 alpha
#! SET min_psi11 -pi
#! SET max_psi11 pi
#! SET min_phi10 -pi
#! SET max_phi10 pi
 1526.000000 0.144595 -2.202115 1.986068
 1527.000000 0.245056 -2.409881 1.984000
 1528.000000 0.098745 -2.107176 1.987702
 1529.000000 0.119291 -2.515354 1.951123
 1530.000000 0.367572 -2.334883 1.969305
 1531.000000 0.148255 -2.359481 1.990931
 1532.000000 0.308322 -2.306789 1.990144
 1533.000000 0.217512 -2.061304 1.979939
 1534.000000 0.418670 -2.346901 1.971247
 1535.000000 0.291910 -1.774077 1.954687
 1536.000000 0.290752 -2.001778 1.963206
 1537.000000 0.063729 -2.311170 1.972974
 1538.000000 0.212066 -2.089747 1.970711
 1539.000000 0.275128 -2.434251 1.963540
 1540.000000 0.202871 -2.225955 1.924998
 1541.000000 0.160248 -2.338323 1.977469
 1542.000000 0.265193 -1.910820 1.978159
 1543.000000 0.290718 -2.322554 1.958828
 1544.000000 0.301390 -2.562927 1.959278
 1545.000000 0.387605 -2.542738 1.895977
 1546.000000 0.204441 -1.798362 1.813764
 1547.000000 0.359346 -2.178450 1.962362
 1548.000000 0.449946 -2.151864 1.977297
 1549.000000 0.345690 -2.274983 1.971013
 1550.000000 0.225105 -2.196874 1.962551
 1551.000000 0.138664 -2.108971 1.944723
 1552.000000 0.114661 -2.354116 1.970646
 1553.000000 0.362044 -2.360461 1.987465
 1554.000000 0.188812 -2.835895 1.896575
 1555.000000 0.299382 -2.393268 1.868273
 1556.000000 0.095469 -2.047198 1.913169
 1557.000000 0.406817 -2.621485 1.913442
 1558.000000 0.310403 -3.060888 1.969867
 1559.000000 0.323844 2.534658 1.886557
 1560.000000 0.129423 -2.622224 1.804331
 1561.000000 -1.413456 3.004007 1.892060
 1562.000000 -0.378058 -2.903018 1.741702
 1563.000000 -0.385630 -2.088964 1.938376
 1564.000000 -1.158270 2.924900 1.847295
 1565.000000 0.315145 -3.106884 1.491920
 1566.000000 -1.187812 -2.691906 1.515173
 1567.000000 1.452107 -2.214975 1.838230
 1568.000000 0.510047 3.050302 1.915581
 1569.000000 1.243791 3.128766 1.899458
 1570.000000 0.417956 2.629127 1.932520
 1571.000000 0.348503 -2.500706 1.907456
 1572.000000 0.356002 -2.689841 1.586867
 1573.000000 0.396167 -1.864195 1.921951
 1574.000000 0.435202 2.958441 1.891928
 1575.000000 0.187684 2.567257 1.514590
 1576.000000 0.426748 -2.722354 1.269171
 1577.000000 0.184999 -2.202690 1.463960
 1578.000000 0.275900 -2.507204 1.534616
 1579.000000 1.090101 -2.641130 1.623618
 1580.000000 0.036968 -2.792040 0.769489
 1581.000000 0.483067 3.043181 0.903989
 1582.000000 -1.534598 -2.482665 1.881752
 1583.000000 -0.537120 -2.216777 1.917591
 1584.000000 1.308384 -2.644452 1.531288
 1585.000000 0.179943 -2.535226 1.210248
 1586.000000 1.413463 -2.607482 1.793537
 1587.000000 -1.700276 -2.594271 1.745782
 1588.000000 1.786219 -2.008422 1.743740
 1589.000000 -0.413651 -2.895256 1.854518
 1590.000000 -1.378407 -2.359592 1.798489
 1591.000000 1.108789 -2.778098 1.744128
 1592.000000 -0.035262 2.682605 1.867664
 1593.000000 0.192969 -2.972043 1.842871
 1594.000000 0.358218 2.963055 1.858235
 1595.000000 -0.108395 -2.916729 1.855451
 1596.000000 0.337245 3.070268 1.609475
 1597.000000 0.406084 -2.707169 1.288148
 1598.000000 0.401917 -2.500723 1.630736
 1599.000000 -0.148106 -2.666180 1.648894
 1600.000000 0.836061 -2.296473 1.915962
 1601.000000 -1.334042 -2.861453 1.569021
 1602.000000 -1.445336 2.610378 1.680761
 1603.000000 0.670421 3.061495 1.389053
 1604.000000 0.630190 -2.775970 1.745599
 1605.000000 -1.194234 2.670436 1.913458
 1606.000000 0.234567 2.893786 1.925047
 1607.000000 -1.597216 2.504650 1.758692
 1608.000000 0.291382 -3.028696 1.876888
 1609.000000 -0.371676 -2.916347 1.600129
 1610.000000 -0.521481 -2.799182 1.869583
 1611.000000 -0.080310 -2.643979 1.805541
 1612.000000 0.105491 -2.872030 1.853248
 1613.000000 -0.377691 -2.579225 1.596183
 1614.000000 0.331675 -2.557870 1.940872
 1615.000000 0.111968 2.677596 1.732399
 1616.000000 0.029625 -3.087357 1.885519
 1617.000000 -1.128630 3.066650 1.964085
 1618.000000 0.312496 -2.583571 1.922412
 1619.000000 0.492649 2.601375 1.955727
 1620.000000 1.036905 2.739760 1.980453
 1621.000000 -0.336123 -2.670297 1.970070
 1622.000000 1.406583 -2.762497 1.836035
 1623.000000 -0.312343 -2.898514 1.914068
 1624.000000 -0.269893 -2.461388 1.848998
 1625.000000 0.023176 -2.771634 0.919826
 1626.000000 0.466875 -2.506806 1.911881
 1627.000000 -1.424834 -2.918006 1.950033
 1628.000000 0.330172 2.782278 1.822124
 1629.000000 -1.524191 -2.586985 1.649255
 1630.000000 -1.033441 -2.879508 1.759079
 1631.000000 0.315556 2.922840 1.788819
 1632.000000 0.293861 3.012777 1.807446
 1633.000000 -0.179116 3.020204 1.880993
 1634.000000 1.167227 -2.670163 1.198981
 1635.000000 0.001443 -1.917309 1.663242
 1636.000000 0.458220 -2.685660 1.506514
 1637.000000 0.091995 -2.342120 1.039610
 1638.000000 0.457067 -2.564886 1.606150
 1639.000000 0.063038 -2.831439 1.816139
 1640.000000 -0.413863 2.681278 1.780128
 1641.000000 -0.331261 -2.689943 1.573950
 1642.000000 0.403348 -2.650216 1.810244
 1643.000000 -0.000533 -2.339952 1.924061
 1644.000000 1.553057 -2.645599 1.724489
 1645.000000 0.376306 2.718224 1.894150
 1646.000000 -1.239093 2.934810 1.908407
 1647.000000 0.493670 2.952900 1.849857
 1648.000000 -1.394518 2.810679 1.884665
 1649.000000 -1.549539 -2.693438 1.743245
 1650.000000 -1.406877 -3.057790 1.843656
 1651.000000 0.369003 -2.411035 1.639715
 1652.000000 0.403036 2.877669 1.738772
 1653.000000 -1.463279 -2.672060 1.772653
 1654.000000 1.000949 -2.950947 1.947310
 1655.000000 -1.768907 -3.064314 1.871456
 1656.000000 -1.371291 -2.767912 1.532982
 1657.000000 0.389792 -2.617354 1.708671
 1658.000000 0.177839 -2.938610 1.640539
 1659.000000 -0.013802 -2.117916 1.845406
 1660.000000 0.180270 -2.573142 1.718441
 1661.000000 0.331134 -2.900451 0.978523
 1662.000000 1.160294 -2.915198 1.337052
 1663.000000 1.405942 -2.742437 1.610419
 1664.000000 1.333650 -1.674724 1.809573
 1665.000000 1.020155 -2.236217 1.804752
 1666.000000 0.876510 -2.247278 1.742994
 1667.000000 0.216815 -2.461029 1.900224
 1668.000000 -0.051072 -2.738229 1.875092
 1669.000000 0.426239 -2.667524 1.537460
 1670.000000 -1.096024 -2.917447 1.804718
 1671.000000 0.426525 3.124474 1.842974
 1672.000000 -0.448089 3.090481 1.743207
 1673.000000 1.186648 2.583053 1.306822
 1674.000000 -1.326735 2.749954 1.818910
 1675.000000 -1.460321 2.598941 1.791226
 1676.000000 -0.143416 -2.965402 1.743316
 1677.000000 0.252074 -2.652457 1.823166
 1678.000000 0.415901 2.887124 1.890134
 1679.000000 -0.304175 -3.090047 1.569579
 1680.000000 0.037601 -2.179751 1.873868
 1681.000000 0.305003 -2.928806 1.902343
 1682.000000 -0.193890 3.120354 1.926357
 1683.000000 -0.156385 -2.793326 1.931212
 1684.000000 -0.194059 3.054443 1.925147
 1685.000000 -1.641414 -2.702466 1.775941
 1686.000000 -1.455892 -2.769500 1.826022
 1687.000000 -1.298883 2.902616 1.880972
 1688.000000 -1.548743 -3.014413 1.765314
 1689.000000 0.375425 -2.985807 1.937138
 1690.000000 -0.309933 -2.903907 1.898759
 1691.000000 -0.429308 -2.919473 1.947164
 1692.000000 0.174914 2.710790 1.782947
 1693.000000 0.393487 -2.754350 1.594998
 1694.000000 0.437813 -3.135534 0.873306
 1695.000000 1.441522 -2.878986 1.625811
 1696.000000 -1.535931 -2.589574 1.814552
 1697.000000 0.960313 -2.776925 1.752959
 1698.000000 1.180886 3.109998 1.724903
 1699.000000 0.352297 -2.654309 1.324248
 1700.000000 0.218222 3.063385 1.422042
 1701.000000 0.180119 -3.011604 1.761338
 1702.000000 -0.338329 -2.754481 1.725297
 1703.000000 -0.340705 -2.747339 1.848171
 1704.000000 0.249461 -2.657014 1.066546
 1705.000000 1.157591 -2.946958 1.491171
 1706.000000 -1.055442 -2.602107 1.473976
 1707.000000 0.238658 -2.800911 1.156043
 1708.000000 0.030687 -3.054608 1.604083
 1709.000000 -1.382189 -2.842537 1.691489
 1710.000000 0.477478 -2.648768 1.894848
 1711.000000 -1.672864 2.745192 1.230724
 1712.000000 -0.039536 -2.578076 1.840773
 1713.000000 0.317794 -2.557224 1.665282
 1714.000000 0.184774 -2.209656 1.958829
 1715.000000 1.234233 -2.314095 1.847226
 1716.000000 -1.176173 -2.724946 1.184066
 1717.000000 -0.441846 -3.127850 1.893483
 1718.000000 0.189480 -2.849278 1.852408
 1719.000000 -1.335218 -2.443780 1.471452
 1720.000000 0.462467 -2.420741 1.667232
 1721.000000 0.196369 -2.398112 1.673121
 1722.000000 0.349805 -2.662755 1.825283
 1723.000000 0.251682 -2.094446 1.850325
 1724.000000 0.179711 -2.299903 1.733845
 1725.000000 0.474460 -1.942461 1.770854
 1726.000000 0.197813 -2.738487 1.801146
 1727.000000 0.314804 -2.483800 1.895841
 1728.000000 0.292555 -3.112734 1.884558
 1729.000000 0.412338 3.033655 1.930802
 1730.000000 0.157634 -2.041937 1.909463
 1731.000000 -0.490741 -2.432683 1.829493
 1732.000000 0.892280 -1.979900 1.902390
 1733.000000 0.436391 -2.432770 1.845062
 1734.000000 0.299484 -2.661133 1.775437
 1735.000000 -0.221424 -2.191005 1.031241
 1736.000000 0.420805 -2.628315 1.926854
 1737.000000 0.267158 -2.909028 1.908695
 1738.000000 1.078317 -2.681531 1.866965
 1739.000000 0.164427 -2.360928 1.920392
 1740.000000 0.350052 -2.088217 1.597044
 1741.000000 0.167459 -2.379373 1.868610
 1742.000000 0.534609 -2.289497 1.740019
 1743.000000 1.099671 -2.686831 1.952091
 1744.000000 0.501895 -2.370858 1.901115
 1745.000000 0.266095 -2.814116 1.915831
 1746.000000 0.076385 -2.786935 1.910892
 1747.000000 -0.469334 -3.064716 1.876244
 1748.000000 -0.435609 -2.539341 1.390349
 1749.000000 0.323286 2.214534 1.788839
 1750.000000 -1.197550 -2.901749 1.457433
 1751.000000 0.436172 -2.692467 1.846174
 1752.000000 -0.264189 -2.832739 1.748312
 1753.000000 0.818652 -2.968824 1.842341
 1754.000000 -0.420985 -2.740214 1.908422
 1755.000000 -1.341345 -2.624044 1.639403
 1756.000000 0.474237 -2.742195 1.729106
 1757.000000 0.045603 -2.801833 1.715636
 1758.000000 0.305888 -2.410727 1.832722
 1759.000000 0.140672 -2.709158 1.862958
 1760.000000 0.160951 -2.327385 1.823402
 1761.000000 0.196715 3.019042 1.862582
 1762.000000 0.162076 -2.717213 1.748027
 1763.000000 -1.101652 -2.845957 1.778688
 1764.000000 0.428533 2.707943 1.755880
 1765.000000 0.129035 2.921148 1.657659
 1766.000000 0.104284 -2.922826 1.751117
 1767.000000 -0.068823 3.099908 1.735721
 1768.000000 0.022648 -2.888721 1.830531
 1769.000000 0.329670 -2.849395 1.713079
 1770.000000 0.263993 -3.056926 1.838938
 1771.000000 0.448094 -2.881002 1.741012
 1772.000000 0.337210 -3.057996 1.699680
 1773.000000 0.171585 2.856300 1.919362
 1774.000000 1.040800 -2.732768 1.730012
 1775.000000 1.430086 -2.767322 1.841310
 1776.000000 0.244055 -2.957474 1.422036
 1777.000000 -0.058337 -2.520785 1.801673
 1778.000000 -0.283605 2.910511 1.815190
 1779.000000 0.280327 2.180851 0.998181
 1780.000000 0.459724 -2.778746 1.769945
 1781.000000 0.298528 2.725082 1.554987
 1782.000000 0.132759 -1.726441 1.626924
 1783.000000 0.083696 -2.335170 1.858273
 1784.000000 0.414350 -3.050218 1.864840
 1785.000000 0.274216 2.604337 1.929800
 1786.000000 -0.030888 -3.103445 1.434880
 1787.000000 -0.506706 -2.557970 1.275774
 1788.000000 0.351861 -2.671770 1.568330
 1789.000000 -1.229886 -2.330527 1.458573
 1790.000000 0.354473 -1.531073 1.902997
 1791.000000 0.294476 -2.366815 1.853443
 1792.000000 0.003487 -2.187206 1.848833
 1793.000000 1.630387 -2.594718 1.306550
 1794.000000 0.349623 2.505470 1.827298
 1795.000000 0.164871 2.808760 1.729759
 1796.000000 -0.282756 -2.430350 1.615640
 1797.000000 1.223142 -2.897344 1.592823
 1798.000000 0.475942 2.691169 1.707523
 1799.000000 0.265014 -2.037623 1.727541
 1800.000000 0.421690 -2.796865 1.757417
 1801.000000 1.701179 -2.336944 1.794327
 1802.000000 0.382105 -2.110268 1.561836
 1803.000000 -0.582939 -2.637916 1.541429
 1804.000000 0.496854 -2.621570 1.851487
 1805.000000 0.473221 2.751112 1.917817
 1806.000000 0.592785 -2.130872 1.757065
 1807.000000 0.423807 -1.959646 1.872654
 1808.000000 0.955153 -2.747301 1.859329
 1809.000000 0.508333 -2.714876 1.881618
 1810.000000 0.305740 -2.014385 1.947952
 1811.000000 0.940280 -2.372062 1.494912
 1812.000000 0.699694 -2.747799 1.622353
 1813.000000 -0.971339 -2.873356 1.922546
 1814.000000 -0.220749 -2.726240 0.928970
 1815.000000 -0.328444 -3.077710 1.863602
 1816.000000 0.714203 -2.206111 1.779997
 1817.000000 0.319069 -2.916136 1.465312
 1818.000000 0.220613 -3.054756 1.917766
 1819.000000 0.203248 3.002890 1.953565
 1820.000000 1.861803 2.840386 1.537569
 1821.000000 0.094662 -1.784025 1.906947
 1822.000000 1.494847 -1.845737 1.539699
 1823.000000 0.564007 -2.944794 1.827495
 1824.000000 0.685329 -2.380969 1.703823
 1825.000000 -0.289775 2.685069 1.603234
 1826.000000 -0.013109 2.766661 1.867100
 1827.000000 0.498295 -2.636238 1.789034
 1828.000000 -0.309406 -2.680700 1.669654
 1829.000000 -0.244244 2.989584 1.434289
 1830.000000 0.050220 -2.159533 1.893204
 1831.000000 1.159052 -2.794018 1.834288
 1832.000000 -1.467740 -1.984365 1.279179
 1833.000000 -0.199990 -2.431966 1.242698
 1834.000000 0.365842 -2.875255 1.630441
 1835.000000 0.354856 2.968521 1.889481
 1836.000000 0.815827 -2.951795 1.691544
 1837.000000 0.354717 -2.233859 1.525794
 1838.000000 -0.638905 -2.715152 1.864597
 1839.000000 1.106008 -2.689591 1.658356
 1840.000000 -0.662707 -2.579589 1.619995
 1841.000000 0.361163 2.761640 1.388335
 1842.000000 -0.355510 -2.641040 1.242703
 1843.000000 -0.046059 -2.793034 0.785486
 1844.000000 0.452361 -2.963695 1.397357
 1845.000000 1.162103 2.895262 1.818724
 1846.000000 0.165672 -2.936657 1.920164
 1847.000000 -0.477164 2.979088 1.923650
 1848.000000 0.162451 -2.824656 1.881470
 1849.000000 0.491626 -2.552076 1.550408
 1850.000000 -0.199626 2.992236 1.830112
 1851.000000 -0.504025 2.746318 1.805854
 1852.000000 0.173717 2.786657 1.939939
 1853.000000 0.483433 2.719969 1.927064
 1854.000000 0.440183 2.883309 1.874236
 1855.000000 0.201916 -3.077223 1.917710
 1856.000000 0.157641 2.591352 1.879288
 1857.000000 0.310012 3.059069 1.917513
 1858.000000 0.350633 2.827587 1.925297
 1859.000000 0.135644 3.034944 1.847547
 1860.000000 0.270506 2.773550 1.715896
 1861.000000 0.259073 2.570264 1.879041
 1862.000000 -0.316851 -2.743104 1.911902
 1863.000000 1.716224 -2.609099 1.707706
 1864.000000 0.081701 -3.068282 1.342296
 1865.000000 0.455653 -2.793225 1.892549
 1866.000000 -0.159883 2.956964 1.755057
 1867.000000 0.199073 3.039321 1.802670
 1868.000000 -0.458520 2.683461 1.800923
 1869.000000 -0.075013 2.968843 1.453746
 1870.000000 -0.323181 2.702881 1.832448
 1871.000000 -0.460865 3.057276 1.897022
 1872.000000 -1.350834 -3.017538 1.841464
 1873.000000 -0.332362 -2.799978 1.629044
 1874.000000 1.161000 -2.672244 1.880828
 1875.000000 0.380720 -2.666758 1.931384
 1876.000000 0.363542 -2.736205 1.758621
 1877.000000 -0.428075 -2.784302 1.201621
 1878.000000 -1.819350 -3.031826 1.603227
 1879.000000 -0.358124 -2.694557 1.390993
 1880.000000 1.389559 -2.616261 1.468086
 1881.000000 -1.484055 -2.813536 1.658793
 1882.000000 1.427395 -2.240370 1.296976
 1883.000000 -1.409667 2.892844 1.872095
 1884.000000 -1.488752 2.461362 1.922666
 1885.000000 -1.051555 2.677788 1.886546
 1886.000000 -1.432547 -2.775302 1.847224
 1887.000000 0.244936 -2.701262 1.691117
 1888.000000 0.624239 -2.745681 1.010429
 1889.000000 0.352018 -2.571256 0.895356
 1890.000000 -0.596341 -2.794231 0.941361
 1891.000000 0.500567 -2.581145 1.688569
 1892.000000 -1.550259 -2.914519 1.383709
 1893.000000 0.554780 -2.622556 0.992829
 1894.000000 0.432813 -2.567744 1.221114
 1895.000000 0.168272 2.843658 1.755248
 1896.000000 0.065463 3.137020 1.808401
 1897.000000 1.696712 2.572373 1.639060
 1898.000000 -0.887065 -2.903622 1.864521
 1899.000000 0.165500 -2.692924 1.949155
 1900.000000 0.335667 -2.421437 1.958939
 1901.000000 0.064952 -2.468215 1.923911
 1902.000000 0.412521 3.016138 1.898775
 1903.000000 0.216195 -3.100509 1.833274
 1904.000000 0.304389 2.765048 1.787072
 1905.000000 0.066909 -3.137660 1.949182
 1906.000000 -1.482633 2.867945 1.924211
 1907.000000 0.082207 -2.573577 1.775804
 1908.000000 0.016069 -2.802680 0.953018
 1909.000000 0.244402 -2.622192 1.733576
 1910.000000 -1.583649 -2.955115 1.979209
 1911.000000 0.318057 2.580939 1.820022
 1912.000000 -0.408639 -2.428755 1.853983
 1913.000000 1.575556 -2.621937 1.587152
 1914.000000 -0.104936 -3.064881 1.823873
 1915.000000 1.173758 -3.086251 1.943643
 1916.000000 0.439265 -3.055993 1.823730
 1917.000000 0.476697 3.095037 1.930270
 1918.000000 0.418927 -2.985088 1.915044
 1919.000000 0.269506 2.982858 1.831223
 1920.000000 0.377654 -2.798920 1.123910
 1921.000000 1.761113 -3.135081 1.933106
 1922.000000 -0.364054 3.055654 1.916837
 1923.000000 -0.361214 2.701221 1.823546
 1924.000000 -0.448070 2.824512 1.916831
 1925.000000 1.201096 3.095502 1.553395
 1926.000000 -0.464215 -2.699563 1.873375
 1927.000000 -0.414770 2.769463 1.951061
 1928.000000 -0.465261 2.944879 1.929875
 1929.000000 1.139833 -3.111870 1.949227
 1930.000000 -0.453498 3.087730 1.902040
 1931.000000 1.465075 2.956696 1.904033
 1932.000000 1.290543 2.259483 1.881678
 1933.000000 1.456530 2.870406 1.847368
 1934.000000 2.121572 2.538872 1.928222
 1935.000000 -0.291114 2.588894 1.905285
 1936.000000 1.320713 -2.632251 1.976359
 1937.000000 0.466594 -1.965424 1.671532
 1938.000000 1.471043 -2.651771 1.825458
 1939.000000 -0.004301 -2.569481 1.736876
 1940.000000 0.317481 -3.056377 1.852015
 1941.000000 0.337181 -2.350136 1.634536
 1942.000000 1.104928 2.672504 1.671999
 1943.000000 -0.550300 -2.178179 1.762661
 1944.000000 -1.294004 2.806601 1.815503
 1945.000000 -0.252799 2.624146 1.905308
 1946.000000 -0.270945 -1.878097 1.765110
 1947.000000 0.161978 2.895281 1.947246
 1948.000000 -1.108041 -2.117933 1.713657
 1949.000000 0.370678 -2.378616 1.938515
 1950.000000 -1.272819 -2.867319 1.944866
 1951.000000 0.417629 -2.970566 1.916399
 1952.000000 0.426664 2.930145 1.821216
 1953.000000 1.617929 3.063307 1.954495
 1954.000000 1.298207 3.104636 1.819544
 1955.000000 -0.259798 2.903638 1.826442
 1956.000000 0.176670 -2.864383 1.851134
 1957.000000 -1.373358 2.675933 1.973624
 1958.000000 0.294100 2.727671 1.990082
 1959.000000 0.276135 -2.956001 1.936978
 1960.000000 0.246197 -3.119894 1.971056
 1961.000000 -0.354336 -2.766931 1.903121
 1962.000000 0.495860 3.131550 1.903738
 1963.000000 0.372525 -2.759214 1.962986
 1964.000000 0.291230 -2.144465 1.855640
 1965.000000 -0.382967 -2.546335 1.720689
 1966.000000 0.203342 -2.315041 1.927722
 1967.000000 -1.539997 -2.984670 1.623299
 1968.000000 0.280931 -2.598658 1.233812
 1969.000000 1.229889 -2.702723 1.025494
 1970.000000 0.357417 -2.681680 1.912673
 1971.000000 0.367317 -2.652202 1.318417
 1972.000000 -0.299551 -1.935903 1.951645
 1973.000000 1.461954 -2.876529 1.940748
 1974.000000 0.260676 -2.828399 1.805817
 1975.000000 -0.432477 -2.727078 1.572813
 1976.000000 1.262506 -2.959662 1.753093
 1977.000000 1.477786 -2.938937 1.389084
 1978.000000 0.706864 -2.455944 1.740793
 1979.000000 0.431082 -2.743381 1.457110
 1980.000000 0.483249 -2.657234 1.539758
 1981.000000 0.365523 -2.700012 1.842594
 1982.000000 0.456219 -2.766861 1.788030
 1983.000000 -0.336311 -2.555891 1.981425
 1984.000000 -0.377126 -2.755755 1.896384
 1985.000000 1.246119 -2.733689 1.455417
 1986.000000 1.208421 -2.616965 1.728442
 1987.000000 0.362521 -2.819987 1.558097
 1988.000000 -0.450723 2.837207 1.740481
 1989.000000 -0.010964 2.964894 1.780414
 1990.000000 0.449511 2.834166 1.931519
 1991.000000 0.391071 -2.699140 1.924752
 1992.000000 0.261918 -2.786288 1.920094
 1993.000000 0.523693 -2.714691 1.721504
 1994.000000 0.340029 -3.032532 1.857232
 1995.000000 0.205392 -2.848543 1.744887
 1996.000000 0.080437 -1.944150 1.847953
 1997.000000 0.295950 -1.911733 1.837986
 1998.000000 -0.047408 -2.519213 1.688517
 1999.000000 0.250273 -2.516744 1.635229
 2000.000000 0.363396 -2.178103 1.684683
 2001.000000 0.409193 -2.659122 1.859938
 2002.000000 0.231188 -1.801622 1.531816
 2003.000000 -0.483164 -2.756501 1.955909
 2004.000000 -0.032064 -2.212401 1.953305
 2005.000000 0.180152 -2.591898 1.929634
 2006.000000 -1.435543 2.849812 1.739955
 2007.000000 0.021957 2.693614 1.857432
 2008.000000 -1.156220 -1.956541 1.806957
 2009.000000 0.941535 -2.777394 1.812968
 2010.000000 0.441497 -2.536799 1.557577
 2011.000000 0.372655 -2.289684 1.862504
 2012.000000 -1.213795 -2.275420 1.905968
 2013.000000 -1.274337 -2.667318 1.792346
 2014.000000 0.160517 2.793860 1.782723
 2015.000000 0.391266 2.415371 1.898105
 2016.000000 0.129334 2.787903 1.937416
 2017.000000 0.354647 2.742198 1.890047
 2018.000000 1.131756 -2.535895 1.899661
 2019.000000 -0.428518 2.972556 1.871251
 2020.000000 0.325317 -2.471931 1.926524
 2021.000000 -0.654812 -2.113893 1.940521
 2022.000000 -0.170134 -2.381575 1.918984
 2023.000000 -0.017459 -2.692584 1.946891
 2024.000000 -0.147295 -2.837429 1.920036
 2025.000000 -1.596297 -1.967213 1.928373
 2026.000000 0.389021 -2.504637 1.980776
 2027.000000 0.510921 -2.408128 1.986404
 2028.000000 0.310204 -2.494212 1.904551
 2029.000000 0.125359 -1.980064 1.956634
 2030.000000 0.403199 -1.986050 1.724803
 2031.000000 0.478456 -3.021089 1.984748
 2032.000000 0.426401 3.090658 1.973429
 2033.000000 -1.165173 2.835319 1.746536
 2034.000000 0.147419 -2.782247 1.631560
 2035.000000 -1.443842 -2.110484 0.687855
 2036.000000 -1.365077 -2.382613 1.711454
 2037.000000 0.359441 -2.493314 1.651523
 2038.000000 -0.299304 -2.499139 1.429445
 2039.000000 1.023433 -2.488650 1.946058
 2040.000000 0.365347 -1.950285 1.804491
 2041.000000 1.313184 -2.698598 1.661946
 2042.000000 -1.179400 -2.757691 1.470027
 2043.000000 1.472505 -2.483210 1.793964
 2044.000000 0.480839 -2.852724 1.534509
 2045.000000 0.174345 -2.446475 1.858740
 2046.000000 0.265160 -3.109549 1.863367
 2047.000000 0.264846 -2.887571 1.938798
 2048.000000 0.232208 -2.811952 1.967387
 2049.000000 0.181620 -2.284159 1.987954
 2050.000000 0.160216 -2.420187 1.992227
 2051.000000 0.335712 -2.949092 1.938956
 2052.000000 0.438027 -2.236105 1.985355
 2053.000000 0.123999 2.935443 1.985621
 2054.000000 0.361477 2.608292 1.984960
 2055.000000 0.296148 -3.023436 1.944073
 2056.000000 0.360010 -2.958932 1.960622
 2057.000000 0.233725 -3.031861 1.919182
 2058.000000 0.098404 -3.131328 1.921179
 2059.000000 -0.242198 -2.666235 1.940749
 2060.000000 0.203963 -2.883374 1.511977
 2061.000000 -0.351960 -3.000311 1.797665
 2062.000000 -0.442250 -2.737984 1.802781
 2063.000000 -1.658136 -3.004922 1.942938
 2064.000000 0.372823 -2.491537 1.909453
 2065.000000 0.249415 2.936974 1.906752
 2066.000000 0.258290 -3.106309 1.884042
 2067.000000 0.097579 -2.662555 1.664447
 2068.000000 0.065992 -2.697954 1.842127
 2069.000000 0.446035 -2.914752 1.722734
 2070.000000 0.304410 -2.727548 1.489573
 2071.000000 -0.381369 -2.704828 1.811581
 2072.000000 -0.324524 -2.435315 1.796468
 2073.000000 1.157247 -2.719291 1.376476
 2074.000000 0.448181 -2.604437 1.874348
 2075.000000 1.436038 2.829556 1.904383
 2076.000000 0.264702 2.836780 1.925842
 2077.000000 0.967266 -2.459999 1.495598
 2078.000000 1.236950 -2.556041 1.835394
 2079.000000 -0.297544 -3.013887 1.945962
 2080.000000 -0.204240 -2.632793 1.924294
 2081.000000 -1.413211 -2.755703 1.804508
 2082.000000 0.163942 -2.245847 1.767004
 2083.000000 0.438784 -1.856746 1.380824
 2084.000000 0.095365 -2.312266 1.850575
 2085.000000 1.682470 -2.703524 1.130238
 2086.000000 -1.405607 -2.814830 1.844684
 2087.000000 0.140227 3.123209 1.952058
 2088.000000 0.268101 -2.884870 1.883525
 2089.000000 0.030507 -3.036721 1.486010
 2090.000000 0.814109 2.810695 1.864061
 2091.000000 0.536455 -2.908486 1.926230
 2092.000000 0.402315 2.941333 1.731469
 2093.000000 0.293148 3.008454 1.761208
 2094.000000 -0.401595 -2.662050 1.906952
 2095.000000 -0.279945 -2.299380 1.786811
 2096.000000 -1.070966 -2.905702 1.773101
 2097.000000 -1.338964 -2.623218 1.862631
 2098.000000 0.277522 2.647214 1.664999
 2099.000000 -1.345256 2.977852 1.292162
 2100.000000 -0.228873 2.716545 1.826559
 2101.000000 0.345805 -2.807689 1.365282
 2102.000000 -0.063470 -2.843910 1.880123
 2103.000000 0.076235 -2.941456 1.834355
 2104.000000 0.147683 -2.861044 1.284510
 2105.000000 0.136530 -1.803735 1.965410
 2106.000000 0.429610 -2.002630 1.957428
 2107.000000 0.323686 -2.196082 1.920344
 2108.000000 0.257919 -2.570890 1.984851
 2109.000000 0.274670 -2.813562 1.976285
 2110.000000 0.345601 -2.516246 1.988031
 2111.000000 0.119079 -2.613612 1.984659
 2112.000000 0.336288 -1.890741 1.979111
 2113.000000 0.188695 -2.512110 1.980936
 2114.000000 0.184216 -2.269908 1.993824
 2115.000000 0.118393 -2.581931 1.989497
 2116.000000 0.286743 -2.049208 1.992514
 2117.000000 0.228459 -2.862445 1.990947
 2118.000000 -0.003755 -2.010693 1.993895
 2119.000000 0.389009 -1.945559 1.917375
 2120.000000 0.191573 -2.499503 1.927311
 2121.000000 0.278040 -1.822596 1.751069
 2122.000000 0.288614 -2.383575 1.987738
 2123.000000 0.377170 -2.226120 1.909056
 2124.000000 0.176312 2.850521 1.791586
 2125.000000 -1.300725 2.599603 1.858889
 2126.000000 0.328023 -3.114174 1.812925
 2127.000000 -0.301936 -2.785577 1.760842
 2128.000000 1.528051 -2.365825 1.888071
